"stat_id","temple_id","device_id","stats_start_time","monitored_variable","stats_cycle","feature_key","feature_value","standby_field01","created_at"
10813,"045","201A","2022-03-27 12:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10814,"045","201A","2022-03-27 13:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10815,"045","201A","2022-03-27 14:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10816,"045","201A","2022-03-27 15:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10817,"045","201A","2022-03-27 16:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10818,"045","201A","2022-03-27 17:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10819,"045","201A","2022-03-27 18:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10820,"045","201A","2022-03-27 19:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10821,"045","201A","2022-03-27 20:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10822,"045","201A","2022-03-27 21:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10823,"045","201A","2022-03-27 22:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10824,"045","201A","2022-03-27 23:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10825,"045","201A","2022-03-28 00:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10826,"045","201A","2022-03-28 01:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10827,"045","201A","2022-03-28 02:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10828,"045","201A","2022-03-28 03:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10829,"045","201A","2022-03-28 04:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10830,"045","201A","2022-03-28 05:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10831,"045","201A","2022-03-28 06:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10832,"045","201A","2022-03-28 07:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10833,"045","201A","2022-03-28 08:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10834,"045","201A","2022-03-28 09:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10835,"045","201A","2022-03-28 10:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10836,"045","201A","2022-03-28 11:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10837,"045","201A","2022-03-28 12:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10838,"045","201A","2022-03-28 13:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10839,"045","201A","2022-03-28 14:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10840,"045","201A","2022-03-28 15:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10841,"045","201A","2022-03-28 16:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10842,"045","201A","2022-03-28 17:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10843,"045","201A","2022-03-28 18:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10844,"045","201A","2022-03-28 19:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10845,"045","201A","2022-03-28 20:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10846,"045","201A","2022-03-28 21:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10847,"045","201A","2022-03-28 22:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10848,"045","201A","2022-03-28 23:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10849,"045","201A","2022-03-29 00:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10850,"045","201A","2022-03-29 01:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10851,"045","201A","2022-03-29 02:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10852,"045","201A","2022-03-29 03:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10853,"045","201A","2022-03-29 04:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10854,"045","201A","2022-03-29 05:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10855,"045","201A","2022-03-29 06:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10856,"045","201A","2022-03-29 07:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10857,"045","201A","2022-03-29 08:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10858,"045","201A","2022-03-29 09:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10859,"045","201A","2022-03-29 10:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10860,"045","201A","2022-03-29 11:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10861,"045","201A","2022-03-29 12:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10862,"045","201A","2022-03-29 13:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10863,"045","201A","2022-03-29 14:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10864,"045","201A","2022-03-29 15:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10865,"045","201A","2022-03-29 16:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10866,"045","201A","2022-03-29 17:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10867,"045","201A","2022-03-29 18:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10868,"045","201A","2022-03-29 19:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10869,"045","201A","2022-03-29 20:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10870,"045","201A","2022-03-29 21:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10871,"045","201A","2022-03-29 22:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10872,"045","201A","2022-03-29 23:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10873,"045","201A","2022-03-30 00:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10874,"045","201A","2022-03-30 01:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10875,"045","201A","2022-03-30 02:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10876,"045","201A","2022-03-30 03:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10877,"045","201A","2022-03-30 04:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10878,"045","201A","2022-03-30 05:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10879,"045","201A","2022-03-30 06:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10880,"045","201A","2022-03-30 07:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10881,"045","201A","2022-03-30 08:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10882,"045","201A","2022-03-30 09:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10883,"045","201A","2022-03-30 10:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10884,"045","201A","2022-03-30 11:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10885,"045","201A","2022-03-30 12:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10886,"045","201A","2022-03-30 13:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10887,"045","201A","2022-03-30 14:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10888,"045","201A","2022-03-30 15:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10889,"045","201A","2022-03-30 16:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10890,"045","201A","2022-03-30 17:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10891,"045","201A","2022-03-30 18:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10892,"045","201A","2022-03-30 19:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10893,"045","201A","2022-03-30 20:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10894,"045","201A","2022-03-30 21:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10895,"045","201A","2022-03-30 22:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10896,"045","201A","2022-03-30 23:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10897,"045","201A","2022-03-31 00:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10898,"045","201A","2022-03-31 01:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10899,"045","201A","2022-03-31 02:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10900,"045","201A","2022-03-31 03:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10901,"045","201A","2022-03-31 04:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10902,"045","201A","2022-03-31 05:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10903,"045","201A","2022-03-31 06:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10904,"045","201A","2022-03-31 07:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10905,"045","201A","2022-03-31 08:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10906,"045","201A","2022-03-31 09:00:00","湿度","hour","均值","41.00","","2025-10-14 13:43:01"
10907,"045","201A","2022-03-31 10:00:00","湿度","hour","均值","32.95","","2025-10-14 13:43:01"
10908,"045","201A","2022-03-31 11:00:00","湿度","hour","均值","33.00","","2025-10-14 13:43:01"
10909,"045","201A","2022-03-31 12:00:00","湿度","hour","均值","33.00","","2025-10-14 13:43:01"
10910,"045","201A","2022-03-31 13:00:00","湿度","hour","均值","33.00","","2025-10-14 13:43:01"
10911,"045","201A","2022-03-31 14:00:00","湿度","hour","均值","32.30","","2025-10-14 13:43:01"
10912,"045","201A","2022-03-31 15:00:00","湿度","hour","均值","32.00","","2025-10-14 13:43:01"
10913,"045","201A","2022-03-31 16:00:00","湿度","hour","均值","32.00","","2025-10-14 13:43:01"
10914,"045","201A","2022-03-31 17:00:00","湿度","hour","均值","31.90","","2025-10-14 13:43:01"
10915,"045","201A","2022-03-31 18:00:00","湿度","hour","均值","31.00","","2025-10-14 13:43:01"
10916,"045","201A","2022-03-31 19:00:00","湿度","hour","均值","31.00","","2025-10-14 13:43:01"
10917,"045","201A","2022-03-31 20:00:00","湿度","hour","均值","31.00","","2025-10-14 13:43:01"
10918,"045","201A","2022-03-31 21:00:00","湿度","hour","均值","31.00","","2025-10-14 13:43:01"
10919,"045","201A","2022-03-31 22:00:00","湿度","hour","均值","31.00","","2025-10-14 13:43:01"
10920,"045","201A","2022-03-31 23:00:00","湿度","hour","均值","29.87","","2025-10-14 13:43:01"
10921,"045","201A","2022-04-01 00:00:00","湿度","hour","均值","28.28","","2025-10-14 13:43:01"
10922,"045","201A","2022-04-01 01:00:00","湿度","hour","均值","26.05","","2025-10-14 13:43:01"
10923,"045","201A","2022-04-01 02:00:00","湿度","hour","均值","25.80","","2025-10-14 13:43:01"
10924,"045","201A","2022-04-01 03:00:00","湿度","hour","均值","25.15","","2025-10-14 13:43:01"
10925,"045","201A","2022-04-01 04:00:00","湿度","hour","均值","25.65","","2025-10-14 13:43:01"
10926,"045","201A","2022-04-01 05:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10927,"045","201A","2022-04-01 06:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10928,"045","201A","2022-04-01 07:00:00","湿度","hour","均值","26.03","","2025-10-14 13:43:01"
10929,"045","201A","2022-04-01 08:00:00","湿度","hour","均值","26.27","","2025-10-14 13:43:01"
10930,"045","201A","2022-04-01 09:00:00","湿度","hour","均值","28.33","","2025-10-14 13:43:01"
10931,"045","201A","2022-04-01 10:00:00","湿度","hour","均值","29.42","","2025-10-14 13:43:01"
10932,"045","201A","2022-04-01 11:00:00","湿度","hour","均值","30.18","","2025-10-14 13:43:01"
10933,"045","201A","2022-04-01 12:00:00","湿度","hour","均值","29.47","","2025-10-14 13:43:01"
10934,"045","201A","2022-04-01 13:00:00","湿度","hour","均值","29.00","","2025-10-14 13:43:01"
10935,"045","201A","2022-04-01 14:00:00","湿度","hour","均值","28.37","","2025-10-14 13:43:01"
10936,"045","201A","2022-04-01 15:00:00","湿度","hour","均值","28.00","","2025-10-14 13:43:01"
10937,"045","201A","2022-04-01 16:00:00","湿度","hour","均值","27.78","","2025-10-14 13:43:01"
10938,"045","201A","2022-04-01 17:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10939,"045","201A","2022-04-01 18:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10940,"045","201A","2022-04-01 19:00:00","湿度","hour","均值","26.55","","2025-10-14 13:43:01"
10941,"045","201A","2022-04-01 20:00:00","湿度","hour","均值","26.58","","2025-10-14 13:43:01"
10942,"045","201A","2022-04-01 21:00:00","湿度","hour","均值","27.20","","2025-10-14 13:43:01"
10943,"045","201A","2022-04-01 22:00:00","湿度","hour","均值","27.15","","2025-10-14 13:43:01"
10944,"045","201A","2022-04-01 23:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10945,"045","201A","2022-04-02 00:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10946,"045","201A","2022-04-02 01:00:00","湿度","hour","均值","23.68","","2025-10-14 13:43:01"
10947,"045","201A","2022-04-02 02:00:00","湿度","hour","均值","22.13","","2025-10-14 13:43:01"
10948,"045","201A","2022-04-02 03:00:00","湿度","hour","均值","21.30","","2025-10-14 13:43:01"
10949,"045","201A","2022-04-02 04:00:00","湿度","hour","均值","20.92","","2025-10-14 13:43:01"
10950,"045","201A","2022-04-02 05:00:00","湿度","hour","均值","20.08","","2025-10-14 13:43:01"
10951,"045","201A","2022-04-02 06:00:00","湿度","hour","均值","20.00","","2025-10-14 13:43:01"
10952,"045","201A","2022-04-02 07:00:00","湿度","hour","均值","19.43","","2025-10-14 13:43:01"
10953,"045","201A","2022-04-02 08:00:00","湿度","hour","均值","19.02","","2025-10-14 13:43:01"
10954,"045","201A","2022-04-02 09:00:00","湿度","hour","均值","23.67","","2025-10-14 13:43:01"
10955,"045","201A","2022-04-02 10:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
10956,"045","201A","2022-04-02 11:00:00","湿度","hour","均值","25.03","","2025-10-14 13:43:01"
10957,"045","201A","2022-04-02 12:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
10958,"045","201A","2022-04-02 13:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
10959,"045","201A","2022-04-02 14:00:00","湿度","hour","均值","24.27","","2025-10-14 13:43:01"
10960,"045","201A","2022-04-02 15:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
10961,"045","201A","2022-04-02 16:00:00","湿度","hour","均值","23.77","","2025-10-14 13:43:01"
10962,"045","201A","2022-04-02 17:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
10963,"045","201A","2022-04-02 18:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
10964,"045","201A","2022-04-02 19:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
10965,"045","201A","2022-04-02 20:00:00","湿度","hour","均值","23.12","","2025-10-14 13:43:01"
10966,"045","201A","2022-04-02 21:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
10967,"045","201A","2022-04-02 22:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
10968,"045","201A","2022-04-02 23:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
10969,"045","201A","2022-04-03 00:00:00","湿度","hour","均值","24.15","","2025-10-14 13:43:01"
10970,"045","201A","2022-04-03 01:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
10971,"045","201A","2022-04-03 02:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
10972,"045","201A","2022-04-03 03:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
10973,"045","201A","2022-04-03 04:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
10974,"045","201A","2022-04-03 05:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
10975,"045","201A","2022-04-03 06:00:00","湿度","hour","均值","25.57","","2025-10-14 13:43:01"
10976,"045","201A","2022-04-03 07:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10977,"045","201A","2022-04-03 08:00:00","湿度","hour","均值","25.97","","2025-10-14 13:43:01"
10978,"045","201A","2022-04-03 09:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10979,"045","201A","2022-04-03 10:00:00","湿度","hour","均值","25.98","","2025-10-14 13:43:01"
10980,"045","201A","2022-04-03 11:00:00","湿度","hour","均值","25.22","","2025-10-14 13:43:01"
10981,"045","201A","2022-04-03 12:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
10982,"045","201A","2022-04-03 13:00:00","湿度","hour","均值","27.40","","2025-10-14 13:43:01"
10983,"045","201A","2022-04-03 14:00:00","湿度","hour","均值","27.22","","2025-10-14 13:43:01"
10984,"045","201A","2022-04-03 15:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10985,"045","201A","2022-04-03 16:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10986,"045","201A","2022-04-03 17:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10987,"045","201A","2022-04-03 18:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10988,"045","201A","2022-04-03 19:00:00","湿度","hour","均值","26.88","","2025-10-14 13:43:01"
10989,"045","201A","2022-04-03 20:00:00","湿度","hour","均值","26.12","","2025-10-14 13:43:01"
10990,"045","201A","2022-04-03 21:00:00","湿度","hour","均值","26.48","","2025-10-14 13:43:01"
10991,"045","201A","2022-04-03 22:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
10992,"045","201A","2022-04-03 23:00:00","湿度","hour","均值","26.78","","2025-10-14 13:43:01"
10993,"045","201A","2022-04-04 00:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10994,"045","201A","2022-04-04 01:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10995,"045","201A","2022-04-04 02:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10996,"045","201A","2022-04-04 03:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10997,"045","201A","2022-04-04 04:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10998,"045","201A","2022-04-04 05:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
10999,"045","201A","2022-04-04 06:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
11000,"045","201A","2022-04-04 07:00:00","湿度","hour","均值","26.18","","2025-10-14 13:43:01"
11001,"045","201A","2022-04-04 08:00:00","湿度","hour","均值","26.07","","2025-10-14 13:43:01"
11002,"045","201A","2022-04-04 09:00:00","湿度","hour","均值","26.93","","2025-10-14 13:43:01"
11003,"045","201A","2022-04-04 10:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
11004,"045","201A","2022-04-04 11:00:00","湿度","hour","均值","27.80","","2025-10-14 13:43:01"
11005,"045","201A","2022-04-04 12:00:00","湿度","hour","均值","27.00","","2025-10-14 13:43:01"
11006,"045","201A","2022-04-04 13:00:00","湿度","hour","均值","26.20","","2025-10-14 13:43:01"
11007,"045","201A","2022-04-04 14:00:00","湿度","hour","均值","27.02","","2025-10-14 13:43:01"
11008,"045","201A","2022-04-04 15:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
11009,"045","201A","2022-04-04 16:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
11010,"045","201A","2022-04-04 17:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
11011,"045","201A","2022-04-04 18:00:00","湿度","hour","均值","25.92","","2025-10-14 13:43:01"
11012,"045","201A","2022-04-04 19:00:00","湿度","hour","均值","25.83","","2025-10-14 13:43:01"
11013,"045","201A","2022-04-04 20:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
11014,"045","201A","2022-04-04 21:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
11015,"045","201A","2022-04-04 22:00:00","湿度","hour","均值","26.00","","2025-10-14 13:43:01"
11016,"045","201A","2022-04-04 23:00:00","湿度","hour","均值","25.65","","2025-10-14 13:43:01"
11017,"045","201A","2022-04-05 00:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11018,"045","201A","2022-04-05 01:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11019,"045","201A","2022-04-05 02:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11020,"045","201A","2022-04-05 03:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11021,"045","201A","2022-04-05 04:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11022,"045","201A","2022-04-05 05:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11023,"045","201A","2022-04-05 06:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11024,"045","201A","2022-04-05 07:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11025,"045","201A","2022-04-05 08:00:00","湿度","hour","均值","24.77","","2025-10-14 13:43:01"
11026,"045","201A","2022-04-05 09:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11027,"045","201A","2022-04-05 10:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11028,"045","201A","2022-04-05 11:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11029,"045","201A","2022-04-05 12:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11030,"045","201A","2022-04-05 13:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11031,"045","201A","2022-04-05 14:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11032,"045","201A","2022-04-05 15:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11033,"045","201A","2022-04-05 16:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11034,"045","201A","2022-04-05 17:00:00","湿度","hour","均值","24.57","","2025-10-14 13:43:01"
11035,"045","201A","2022-04-05 18:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
11036,"045","201A","2022-04-05 19:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
11037,"045","201A","2022-04-05 20:00:00","湿度","hour","均值","24.05","","2025-10-14 13:43:01"
11038,"045","201A","2022-04-05 21:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11039,"045","201A","2022-04-05 22:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11040,"045","201A","2022-04-05 23:00:00","湿度","hour","均值","25.00","","2025-10-14 13:43:01"
11041,"045","201A","2022-04-06 00:00:00","湿度","hour","均值","24.38","","2025-10-14 13:43:01"
11042,"045","201A","2022-04-06 01:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
11043,"045","201A","2022-04-06 02:00:00","湿度","hour","均值","23.98","","2025-10-14 13:43:01"
11044,"045","201A","2022-04-06 03:00:00","湿度","hour","均值","23.92","","2025-10-14 13:43:01"
11045,"045","201A","2022-04-06 04:00:00","湿度","hour","均值","23.43","","2025-10-14 13:43:01"
11046,"045","201A","2022-04-06 05:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
11047,"045","201A","2022-04-06 06:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
11048,"045","201A","2022-04-06 07:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
11049,"045","201A","2022-04-06 08:00:00","湿度","hour","均值","23.02","","2025-10-14 13:43:01"
11050,"045","201A","2022-04-06 09:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
11051,"045","201A","2022-04-06 10:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
11052,"045","201A","2022-04-06 11:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
11053,"045","201A","2022-04-06 12:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
11054,"045","201A","2022-04-06 13:00:00","湿度","hour","均值","23.13","","2025-10-14 13:43:01"
11055,"045","201A","2022-04-06 14:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
11056,"045","201A","2022-04-06 15:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
11057,"045","201A","2022-04-06 16:00:00","湿度","hour","均值","22.58","","2025-10-14 13:43:01"
11058,"045","201A","2022-04-06 17:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11059,"045","201A","2022-04-06 18:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11060,"045","201A","2022-04-06 19:00:00","湿度","hour","均值","22.27","","2025-10-14 13:43:01"
11061,"045","201A","2022-04-06 20:00:00","湿度","hour","均值","23.25","","2025-10-14 13:43:01"
11062,"045","201A","2022-04-06 21:00:00","湿度","hour","均值","24.00","","2025-10-14 13:43:01"
11063,"045","201A","2022-04-06 22:00:00","湿度","hour","均值","23.15","","2025-10-14 13:43:01"
11064,"045","201A","2022-04-06 23:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
11065,"045","201A","2022-04-07 00:00:00","湿度","hour","均值","23.00","","2025-10-14 13:43:01"
11066,"045","201A","2022-04-07 01:00:00","湿度","hour","均值","22.88","","2025-10-14 13:43:01"
11067,"045","201A","2022-04-07 02:00:00","湿度","hour","均值","22.08","","2025-10-14 13:43:01"
11068,"045","201A","2022-04-07 03:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11069,"045","201A","2022-04-07 04:00:00","湿度","hour","均值","21.92","","2025-10-14 13:43:01"
11070,"045","201A","2022-04-07 05:00:00","湿度","hour","均值","21.47","","2025-10-14 13:43:01"
11071,"045","201A","2022-04-07 06:00:00","湿度","hour","均值","21.00","","2025-10-14 13:43:01"
11072,"045","201A","2022-04-07 07:00:00","湿度","hour","均值","21.00","","2025-10-14 13:43:01"
11073,"045","201A","2022-04-07 08:00:00","湿度","hour","均值","21.33","","2025-10-14 13:43:01"
11074,"045","201A","2022-04-07 09:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11075,"045","201A","2022-04-07 10:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11076,"045","201A","2022-04-07 11:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11077,"045","201A","2022-04-07 12:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11078,"045","201A","2022-04-07 13:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11079,"045","201A","2022-04-07 14:00:00","湿度","hour","均值","20.82","","2025-10-14 13:43:01"
11080,"045","201A","2022-04-07 15:00:00","湿度","hour","均值","21.08","","2025-10-14 13:43:01"
11081,"045","201A","2022-04-07 16:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11082,"045","201A","2022-04-07 17:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11083,"045","201A","2022-04-07 18:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11084,"045","201A","2022-04-07 19:00:00","湿度","hour","均值","22.00","","2025-10-14 13:43:01"
11085,"045","201A","2022-04-07 20:00:00","湿度","hour","均值","22.05","","2025-10-14 13:43:01"
